Sentence_id,topic,style,source,class_label,Text
349743,politics,structured,various,No,Of course ! 
367593,politics,structured,various,No,"And no one was there to confront them with evidence of the intense suffering that so many poor , working-class and middle-class families are experiencing right now because of job losses on Mr . Bush ' s watch . "
357256,politics,structured,various,No,This is a wonderful doctrine because it gets us off the treadmill of trying to earn favor with God and trying to merit salvation . 
365129,politics,structured,various,No,"Today , I met a fellow named Kit Carson . "
361052,politics,structured,various,Yes,"The Empty Tomb First , the evidence indicates that Jesus ' tomb was found empty by a group of his women followers on Sunday morning . "
366200,politics,structured,various,No,"It is important for the House to acknowledge that this is not just about Africa , although that is where we see the scale of the epidemic manifested most clearly . "
348386,politics,structured,various,No,"HIV / AIDS , poverty and the state of civil society are all linked . "
350417,politics,structured,various,No,"Government has the same aim and democracy as a system of government "" has proven to be more effective and better than any other system . "" "
350029,politics,structured,various,No,The jobs of the future will require greater knowledge and higher level skills . 
368833,politics,structured,various,No,"John Weightman , London http://news.bbc.co.uk/1/hi/world/middle_east/3691548.stm "
368113,politics,structured,various,Yes,We have seen historically that the Liberal Democrats jump on any old passing bandwagon . 
370709,politics,structured,various,No,"What my first argument draws attention to is that given God ' s , given God ' s omnibenevolence , God should desire to have a world in which there is as little suffering as possible , perhaps none . [ 8 ] Okay , this should be a desire of any good person , and we think that goodness will generalize . "
344221,politics,structured,various,No,We are transforming our schools by raising standards and focusing on results . 
353294,politics,structured,various,No,http://www.bushcountry.org/bush_speeches/president_bush_speech_090304.htm 
369737,politics,structured,various,No,"Vice Chancellor Brown has claimed that semesterisation would lead to a reduced workload for staff , more flexibility for students , and simpler administration for the university . "
345833,politics,structured,various,No,"The fact is , people have sex , people get pregnant , lots of "
353276,politics,structured,various,Yes,"And aside from some summer-school programs , we barely use our facilities at all for three months of the year . "
346811,politics,structured,various,No,"First , the law threatens the kinds of harm that the Clause seeks to avoid , for the Clause protects liberty by preventing govern - ments from enacting statutes with "" manifestly unjust and oppressive "" retroactive effects . "
366404,politics,structured,various,Yes,"So , if you put that into the equation , I think it makes it clear that it is not necessarily true that an all-good God would have to create a world in which there is no harm . "
361414,politics,structured,various,No,http://www.bushcountry.org/bush_speeches/president_bush_speech_090304.htm 
344529,politics,structured,various,No,"The distinction is of critical importance , because only knowledge can be objectively valid for everyone ; belief is valid only for the believer , and should never be passed off as knowledge . "
